Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2015-06-30,172.06668090820312,173.2954310829794,171.59022103225652,173.24526734242642,182925100
2015-07-01,173.4458770751953,173.88889443964797,172.66014431421925,173.63812676525103,135979900
2015-07-02,173.287109375,174.08956362412331,172.86916737650563,173.92238937564107,104373700
2015-07-06,172.79391479492188,173.57128067258205,171.79921094792178,171.99982766856422,117975400
2015-07-07,173.88055419921875,174.005931669229,170.61224543215388,172.9945193989469,173820200
2015-07-08,170.9633331298828,172.82735065650917,170.72928665813495,172.54315319146906,164020100
2015-07-09,171.27259826660156,173.32052393269564,171.1639420376246,173.06138922156467,144113100
2015-07-10,173.42918395996094,173.84712590022323,171.3143987625998,173.27036398192914,129456900
2015-07-13,175.34335327148438,175.45200949545605,174.64956816725388,174.6913649093545,106069400
2015-07-14,176.10403442382812,176.41332017593288,175.24307492700046,175.301592929007,81709600
2015-07-15,176.0454864501953,176.6055270618989,175.56902656518767,176.14578842406027,97914100
2015-07-16,177.45809936523438,177.45809936523438,176.85626212392506,177.09866276757114,106683300
2015-07-17,177.60861206054688,177.66713005724577,177.04021711615076,177.44979207473725,89030000
2015-07-20,177.70057678222656,178.19374528191426,177.38294953483293,177.83432128353846,70446800
2015-07-21,176.99842834472656,177.82595805590807,176.69750960925847,177.56682331473462,77965000
2015-07-22,176.6807861328125,177.01514736499615,176.27956540876897,176.3129951546989,88667900
2015-07-23,175.68603515625,176.91478525207174,175.32661127678128,176.81448328655927,90509100
2015-07-24,173.86383056640625,175.84487109283845,173.52948214791607,175.78636585916124,117755000
2015-07-27,172.8524169921875,173.4876968857565,172.40939956881726,172.9778072233487,132361100
2015-07-28,174.97555541992188,175.11765413377742,172.86077045003267,173.68828723981355,123544800
2015-07-29,176.17926025390625,176.4049397326802,174.9588640988521,175.1009628370131,105791300
2015-07-30,176.22103881835938,176.38821303691228,175.05079377933856,175.66935241801707,91304400
2015-07-31,175.95352172851562,176.7476087055919,175.66932432696382,176.72253321454752,103266900
2015-08-03,175.360107421875,175.97866620411892,174.40720012492417,175.92016095360543,113965700
2015-08-04,175.01742553710938,175.74464065836813,174.5326112047436,175.28490182986783,81820800
2015-08-05,175.59413146972656,176.6306193101824,175.30992125919204,175.91175866861994,85786800
2015-08-06,174.15640258789062,175.8866754985696,173.5712736981722,175.77800651826615,116030800
2015-08-07,173.82208251953125,174.14807678298348,172.91932623122239,173.99762377888777,117858000
2015-08-10,176.01205444335938,176.09563516897882,174.9337572199016,174.9337572199016,80270700
2015-08-11,174.42385864257812,175.09256818605766,173.66320137743796,174.67462631570467,126081400
2015-08-12,174.63287353515625,174.81676902476642,171.6571287099403,173.11992562438115,172123700
2015-08-13,174.41555786132812,175.1594941084162,173.87222561057453,174.47406310873316,89383300
2015-08-14,175.05079650878906,175.12602299512452,174.08116816965813,174.2232668953725,72786500
2015-08-17,176.0287628173828,176.0287628173828,173.99757134669795,174.45730997830594,79072600
2015-08-18,175.5188751220703,176.1039912257194,175.28482868061067,175.75292156352995,71692700
2015-08-19,174.13133239746094,175.543965411561,173.32052403028706,174.77495378843668,172946000
2015-08-20,170.49526977539062,174.10628221945106,170.43675177000995,172.6184096388763,194327900
2015-08-21,165.36289978027344,170.47015049672353,165.10377783345345,168.6228416186139,346588500
2015-08-24,158.3999481201172,165.07029592613802,152.46516923647926,156.71982661296926,507244300
2015-08-25,156.5359649658203,163.37348842234678,156.2434005299375,163.35676717483423,369833100
2015-08-26,162.5459747314453,162.82180517053467,157.4554325277485,160.55656714024025,339257000
2015-08-27,166.5665740966797,166.6919515691399,163.17288779329004,164.68583548232655,274143900
2015-08-28,166.57493591308594,167.04302883764254,165.43813334434464,165.92294751751413,160414400
2015-08-31,165.2291717529297,166.44956787940615,164.67748530858103,165.5969627158288,163298800
2015-09-01,160.29742431640625,162.8050754726631,159.4280981063428,161.42585968397782,256000400
2015-09-02,163.34005737304688,163.3818541142059,160.84076020480347,162.67970202462845,160269300
2015-09-03,163.45709228515625,165.54680194680597,162.96392386610506,164.05056268650245,152087800
2015-09-04,160.98284912109375,162.04442505995004,160.16368661345783,161.20018706006013,207081000
2015-09-08,165.02854919433594,165.17901492592512,163.1394562070167,163.7830903693618,116025700
2015-09-09,162.82177734375,166.73371962083738,162.4539992362937,166.60834216995147,149347700
2015-09-10,163.7078094482422,164.8529659077779,162.37039057590414,162.6295124532089,158611100
2015-09-11,164.4518280029297,164.5187002556144,162.60451869192718,163.31502521644617,119691200
2015-09-14,163.8416290283203,164.67751308331736,163.3568147458726,164.6273620807501,79452000
2015-09-15,165.88949584960938,166.3325132199818,163.79978645933429,164.34310579897624,113806200
2015-09-16,167.3272705078125,167.51953303122775,165.8477648562851,166.1904803932473,99581600
2015-09-17,166.9510955810547,169.59249188964412,166.57495035938427,167.19350906595068,276046600
2015-09-18,164.2228240966797,166.93676131069327,163.81111992003463,164.44129193331497,223657500
2015-09-21,165.07144165039062,166.09650952499217,164.0211551034523,165.054633475793,105726200
2015-09-22,162.92892456054688,163.39105340400803,161.79460947395006,162.90371869825682,153890900
2015-09-23,162.6684112548828,163.56745001444625,162.08865093790467,163.09692361831407,92790600
2015-09-24,162.08021545410156,162.54234410080934,160.11408210725114,161.45004352337662,159378800
2015-09-25,162.03829956054688,163.84478825137367,161.16445351017586,163.54230505253565,155054800
2015-09-28,157.97152709960938,161.2484294982135,157.66064631992091,161.13919557199506,178515900
2015-09-29,158.06396484375,159.42514531239374,157.06408971646624,158.19000695761784,159045600
2015-09-30,161.01312255859375,161.18116583114053,159.17301859513876,159.95442558187725,163452000
2015-10-01,161.43328857421875,161.7357716895095,159.49236059313813,161.39127453747872,131079000
2015-10-02,163.84475708007812,163.86996294011195,158.90420337928794,159.4503602620859,211003300
2015-10-05,166.76036071777344,166.98722628735067,164.96226998386578,165.07150392864102,126320800
2015-10-06,166.1890411376953,167.18891661877046,165.52526525830743,166.6259642094443,110274500
2015-10-07,167.55014038085938,167.90303517487249,165.92849104313925,167.12161520029284,124307300
2015-10-08,169.0625762939453,169.3482512350333,166.8611663774427,167.16364949767825,153055200
2015-10-09,169.1634063720703,169.64233051907377,168.53323424856578,169.20542041114757,107069200
2015-10-12,169.3230438232422,169.52469068762636,168.81050334145897,169.2390157491594,56395600
2015-10-13,168.25596618652344,169.86080769258092,168.0879228419,168.59205287577035,88038700
2015-10-14,167.4493408203125,168.77690504339486,167.15526817132374,168.19714460448515,99106200
2015-10-15,170.0204620361328,170.02885971648277,167.7434342144632,168.11313728403783,134142200
2015-10-16,170.79344177246094,170.81023713021614,169.65912690067984,170.4237387677061,114580100
2015-10-19,170.8775177001953,170.8775177001953,169.8356410305303,170.14652193088023,76523900
2015-10-20,170.6590576171875,171.2724217181772,170.18853102898234,170.4406025072031,78448500
2015-10-21,169.60032653808594,171.2303609681213,169.43227038451462,171.07912581496848,102038000
2015-10-22,172.46556091308594,172.67561835916482,169.60038709244566,170.54983803051766,174911700
2015-10-23,174.35604858398438,174.72575167820509,173.3393778957643,174.137593492348,144442300
2015-10-26,173.92752075195312,174.2384015897442,173.5578176903174,174.17959218678527,69033000
2015-10-27,173.5914306640625,173.9275173566874,172.91083395703598,173.25533115055208,77905800
2015-10-28,175.5659942626953,175.59120012816956,173.26377307679465,173.9275489024297,135906700
2015-10-29,175.4651641845703,175.8348672921028,174.94422588989488,175.06185753130183,90525500
2015-10-30,174.70896911621094,175.97772426842752,174.54933623019386,175.65843285461585,131076900
2015-11-02,176.77590942382812,176.96915864678198,174.91059863980655,175.03664077547026,86270800
2015-11-03,177.28842163085938,177.84297616889708,176.19612073435962,176.42298628553587,95246100
2015-11-04,176.7506866455078,177.70854780880495,176.21294025244424,177.582518506089,96224500
2015-11-05,176.57420349121094,177.27159543254461,175.6835623774952,176.80946669781952,78408700
2015-11-06,176.48178100585938,176.7170570376993,175.15422981012625,176.22972243760842,110471500
2015-11-09,174.83494567871094,176.0196722814713,173.88548229652773,175.8684243134523,131008700
2015-11-10,175.23828125,175.2718976132983,174.08717081431166,174.3560376162677,75874600
2015-11-11,174.5492401123047,175.55751271225728,174.48202022952364,175.50710100539192,67846000
2015-11-12,172.11256408691406,173.97787412988546,172.09576873220726,173.50734778046592,121315200
2015-11-13,170.18006896972656,171.9697618199223,170.09605371636437,171.7008950599256,153577100
2015-11-16,172.7679901123047,172.8268123328359,169.8775985069335,169.99524294799596,117645200
2015-11-17,172.64193725585938,173.96109075779063,172.1462049828163,173.07886013728063,121123700
2015-11-18,175.3810272216797,175.52386463894456,173.07880755168398,173.12080875256,121342500
2015-11-19,175.2299041748047,175.650019019232,174.93581865535054,175.26350772116834,88220500
2015-11-20,175.86837768554688,176.54896130897967,175.49027709707093,175.98600926464783,94011500
2015-11-23,175.6667938232422,176.43139295093874,175.2046650180068,175.92726292595165,64931200
2015-11-24,175.90206909179688,176.3053757035368,174.2720216423702,174.6585200725292,98874400
2015-11-25,175.87681579589844,176.22971058860594,175.6163339247472,176.02805092668055,51980100
2015-11-27,176.0784912109375,176.2801509055882,175.49033312764547,175.96925727372445,37317800
2015-11-30,175.3474578857422,176.35573050006636,175.23822397205575,176.23809890874324,112822700
2015-12-01,177.01953125,177.13717567897376,175.7003777036247,175.9776549557406,97858400
2015-12-02,175.21307373046875,177.2884418239364,174.96100229166035,176.9691504800534,108441300
2015-12-03,172.75965881347656,175.73406682135004,172.0370606344839,175.46519993801485,166224200
2015-12-04,176.1288604736328,176.42294585483205,172.75954562082165,172.75954562082165,192913900
2015-12-07,175.06179809570312,176.221305932794,174.09552660709724,175.80119123884788,102027100
2015-12-08,173.8855438232422,175.01144860880032,172.90247655636935,173.49904531877345,103372400
2015-12-09,172.53269958496094,175.33906266598441,171.55803041713432,173.2468996936525,162401500
2015-12-10,172.97808837890625,174.28884469095505,172.36472427306558,172.5999875690288,116128900
2015-12-11,169.62554931640625,171.52446352485714,169.31465565799652,170.8606878072256,211173300
2015-12-14,170.48255920410156,170.60860132073222,168.00388476098058,169.78518000646062,182385200
2015-12-15,172.2722625732422,173.17971202028292,170.45736367916072,171.99498528490597,154069600
2015-12-16,174.79295349121094,175.09543664417558,172.07901561545526,173.39816935138043,197017000
2015-12-17,172.12939453125,175.17102084127197,172.11258635348722,175.10380095110403,173092500
2015-12-18,169.06295776367188,171.52256798272361,168.90236195305133,171.38734094495004,251393500
2015-12-21,170.45751953125,170.6350234924526,169.12205468560254,170.23776439102394,99094300
2015-12-22,172.00430297851562,172.30013863391332,170.35610707732334,171.3450246180387,111026200
2015-12-23,174.13436889648438,174.17663299550472,172.91723506897483,173.0102109279427,110987200
2015-12-24,173.8468780517578,174.3962852200451,173.6271229227537,173.88069446987208,48539600
2015-12-28,173.44970703125,173.49195822642517,172.3762609916817,173.15387128188235,65899900
2015-12-29,175.3007354736328,175.63037473039074,174.514677591052,174.5484811237396,92640700
2015-12-30,174.05821228027344,175.14011857409662,173.91452472416242,175.05559041300234,63317700
