Date,Close,High,Low,Open,Volume,Daily_Return,Close_Lag_1,Close_Lag_5,Close_Lag_20,Volatility_30,MA_20,MA_50,Target
2015-03-16,172.73367309570312,172.8247691226568,170.48112828051322,171.18505327392148,136099200,0.013360458271327591,170.456298828125,172.55149841308594,173.72743225097656,0.007561899448086024,173.44585113525392,170.5972116088867,-0.0029726312278307576
2015-03-17,172.22019958496094,172.60113735012428,171.40861234601115,171.99659798758267,94510400,-0.0029726312278307576,172.73367309570312,169.7523193359375,174.00070190429688,0.00731699329347538,173.3568260192871,170.63911560058594,0.012021487738183456
2015-03-18,174.29054260253906,174.96133472213626,171.11047188394753,171.74814392695924,228808500,0.012021487738183456,172.22019958496094,169.35482788085938,174.01724243164062,0.007174514582567678,173.37049102783203,170.7838739013672,-0.004561163442930338
2015-03-19,173.49557495117188,174.29887289622786,173.1063475907249,173.876525449042,117917300,-0.004561163442930338,174.29054260253906,171.50799560546875,173.89303588867188,0.007192966303059379,173.35061798095703,170.9442025756836,0.008826753006937693
2015-03-20,175.0269775390625,175.5343990554761,174.26168836055672,174.44469367420336,177715100,0.008826753006937693,173.49557495117188,170.456298828125,174.93653869628906,0.007140623261291279,173.3551399230957,171.09391845703124,-0.0019485521553945784
2015-03-23,174.68592834472656,175.60926875940504,174.68592834472656,175.0352986782756,71784500,-0.0019485521553945784,175.0269775390625,172.73367309570312,174.91165161132812,0.007127869271770195,173.34385375976564,171.17735290527344,-0.005619040938864117
2015-03-24,173.70436096191406,175.01865340630465,173.63781242033892,174.56115280883478,77805300,-0.005619040938864117,174.68592834472656,172.22019958496094,175.40853881835938,0.007160519963940772,173.25864486694337,171.26848388671874,-0.014653867408580656
2015-03-25,171.15892028808594,174.14522727250312,171.11733855742628,173.91231373233074,159521700,-0.014653867408580656,173.70436096191406,174.29054260253906,175.25949096679688,0.007450523197735432,173.05361633300782,171.33520751953125,-0.002381637773354539
2015-03-26,170.75128173828125,171.66629534342607,169.79466102806265,170.49341415235105,153067200,-0.002381637773354539,171.15892028808594,173.49557495117188,175.0524444580078,0.007462262269194707,172.83855819702148,171.40321746826172,0.0022897394863934384
2015-03-27,171.1422576904297,171.31693646343555,170.443504519906,170.63483629030935,118939000,0.0022897394863934384,170.75128173828125,175.0269775390625,174.45619201660156,0.007250388898546947,172.6728614807129,171.49925445556642,0.012199826693684024
